!!!ObjTables objTablesVersion='1.0.9' date='2020-06-02 16:01:35' comment='Data obtained from Gerosa et al., Cell Systems, 2015, DOI: 10.1016/j.cels.2015.09.008'	
!!ObjTables type='Data' tableFormat='row' class='Compartment' name='Compartments' date='2020-06-02 16:01:35' objTablesVersion='1.0.9'	
!Id	!Name
c	cytosol
e	extracellular space
