!!ObjTables schema='SBtab' type='Data' tableFormat='row' class='Reaction' name='Reaction' date='2020-07-18 12:20:25' objTablesVersion='1.0.5' document='MODEL1507180055',,,,,,,,,,,,,
!Name,!ID,!ReactionFormula,!IsComplete,!IsReversible,!IsInEquilibrium,!IsExchangeReaction,!IsNonEnzymatic,!BuildReaction,!BuildEnzyme,!BuildEnzymeProduction,!SBML:fbc:GeneAssociation,!SBML:fbc:LowerBound,!SBML:fbc:UpperBound
1a_COMMA_25VITD2Hm,R_1a_COMMA_25VITD2Hm,M_1a25dhvitd2_m + M_h_m + M_nadph_m + M_o2_m <=> M_1a2425thvitd2_m + M_h2o_m + M_nadp_m,False,False,False,False,False,False,False,False,,cobra_0_bound,cobra_default_ub
1a_COMMA_25VITD3Hm,R_1a_COMMA_25VITD3Hm,M_1a25dhvitd3_m + M_h_m + M_nadph_m + M_o2_m <=> M_1a2425thvitd3_m + M_h2o_m + M_nadp_m,False,False,False,False,False,False,False,False,,cobra_0_bound,cobra_default_ub
24_COMMA_25DHVITD2t,R_24_COMMA_25DHVITD2t,M_2425dhvitd2_c <=> M_2425dhvitd2_e,False,False,False,False,False,False,False,False,,cobra_0_bound,cobra_default_ub
24_COMMA_25DHVITD2tm,R_24_COMMA_25DHVITD2tm,M_2425dhvitd2_m <=> M_2425dhvitd2_c,False,False,False,False,False,False,False,False,,cobra_0_bound,cobra_default_ub
24_COMMA_25DHVITD3t,R_24_COMMA_25DHVITD3t,M_2425dhvitd3_c <=> M_2425dhvitd3_e,False,False,False,False,False,False,False,False,,cobra_0_bound,cobra_default_ub
24_COMMA_25DHVITD3tm,R_24_COMMA_25DHVITD3tm,M_2425dhvitd3_m <=> M_2425dhvitd3_c,False,False,False,False,False,False,False,False,,cobra_0_bound,cobra_default_ub
24_COMMA_25VITD2Hm,R_24_COMMA_25VITD2Hm,M_25hvitd2_m + M_h_m + M_nadph_m + M_o2_m <=> M_2425dhvitd2_m + M_h2o_m + M_nadp_m,False,False,False,False,False,False,False,False,G_13081,cobra_0_bound,cobra_default_ub
24_COMMA_25VITD3Hm,R_24_COMMA_25VITD3Hm,M_25hvitd3_m + M_h_m + M_nadph_m + M_o2_m <=> M_2425dhvitd3_m + M_h2o_m + M_nadp_m,False,False,False,False,False,False,False,False,G_13081,cobra_0_bound,cobra_default_ub
24NPHte,R_24NPHte,M_24nph_e <=> M_24nph_c,False,True,False,False,False,False,False,False,,cobra_default_lb,cobra_default_ub
25HVITD2t,R_25HVITD2t,M_25hvitd2_c <=> M_25hvitd2_e,False,False,False,False,False,False,False,False,,cobra_0_bound,cobra_default_ub
25HVITD2tin,R_25HVITD2tin,M_25hvitd2_e <=> M_25hvitd2_c,False,False,False,False,False,False,False,False,,cobra_0_bound,cobra_default_ub
25HVITD2tin__m,R_25HVITD2tin__m,M_25hvitd2_c <=> M_25hvitd2_m,False,False,False,False,False,False,False,False,,cobra_0_bound,cobra_default_ub
25HVITD2tm,R_25HVITD2tm,M_25hvitd2_m <=> M_25hvitd2_c,False,False,False,False,False,False,False,False,,cobra_0_bound,cobra_default_ub
25HVITD3t,R_25HVITD3t,M_25hvitd3_c <=> M_25hvitd3_e,False,False,False,False,False,False,False,False,,cobra_0_bound,cobra_default_ub
25HVITD3tin,R_25HVITD3tin,M_25hvitd3_e <=> M_25hvitd3_c,False,False,False,False,False,False,False,False,,cobra_0_bound,cobra_default_ub
25HVITD3tin__m,R_25HVITD3tin__m,M_25hvitd3_c <=> M_25hvitd3_m,False,False,False,False,False,False,False,False,,cobra_0_bound,cobra_default_ub
25HVITD3tm,R_25HVITD3tm,M_25hvitd3_m <=> M_25hvitd3_c,False,False,False,False,False,False,False,False,,cobra_0_bound,cobra_default_ub
25VITD2Hm,R_25VITD2Hm,M_25hvitd2_m + M_h_m + M_nadph_m + M_o2_m <=> M_1a25dhvitd2_m + M_h2o_m + M_nadp_m,False,False,False,False,False,False,False,False,G_13115,cobra_0_bound,cobra_default_ub
25VITD3Hm,R_25VITD3Hm,M_25hvitd3_m + M_h_m + M_nadph_m + M_o2_m <=> M_1a25dhvitd3_m + M_h2o_m + M_nadp_m,False,False,False,False,False,False,False,False,G_13115,cobra_0_bound,cobra_default_ub
2AMACHYD,R_2AMACHYD,M_2amac_c + M_h2o_c <=> M_nh4_c + M_pyr_c,False,False,False,False,False,False,False,False,,cobra_0_bound,cobra_default_ub
2AMACSULT,R_2AMACSULT,M_2amac_c + M_nadph_c + M_paps_c <=> M_Lcyst_c + M_nadp_c + M_pap_c,False,False,False,False,False,False,False,False,,cobra_0_bound,cobra_default_ub
2AMADPTm,R_2AMADPTm,M_L2aadp_c + M_akg_m <=> M_L2aadp_m + M_akg_c,False,True,False,False,False,False,False,False,G_217593,cobra_default_lb,cobra_default_ub
2DR1PP,R_2DR1PP,M_2dr1p_c + M_h2o_c <=> M_drib_c + M_pi_c,False,False,False,False,False,False,False,False,,cobra_0_bound,cobra_default_ub
2HBt2,R_2HBt2,M_2hb_e + M_h_e <=> M_2hb_c + M_h_c,False,True,False,False,False,False,False,False,G_80879 FbcOr G_20503 FbcOr G_20501,cobra_default_lb,cobra_default_ub
2HCO3_NAt,R_2HCO3_NAt,2.0 M_hco3_e + M_na1_e <=> 2.0 M_hco3_c + M_na1_c,False,True,False,False,False,False,False,False,G_232156 FbcOr G_54403 FbcOr G_232156 FbcOr G_232156 FbcOr G_232156,cobra_default_lb,cobra_default_ub
2MCITt,R_2MCITt,M_2mcit_c <=> M_2mcit_e,False,True,False,False,False,False,False,False,,cobra_default_lb,cobra_default_ub
2OXOADOXm,R_2OXOADOXm,M_2oxoadp_m + M_coa_m + M_nad_m <=> M_co2_m + M_glutcoa_m + M_nadh_m,False,False,False,False,False,False,False,False,,cobra_0_bound,cobra_default_ub
2OXOADPTm,R_2OXOADPTm,M_2oxoadp_c + M_akg_m <=> M_2oxoadp_m + M_akg_c,False,True,False,False,False,False,False,False,G_217593,cobra_default_lb,cobra_default_ub
34DHOXPEGt,R_34DHOXPEGt,M_34dhoxpeg_c <=> M_34dhoxpeg_e,False,True,False,False,False,False,False,False,,cobra_default_lb,cobra_default_ub
34DHPHAMT,R_34DHPHAMT,M_34dhpha_c + M_amet_c <=> M_ahcys_c + M_h_c + M_homoval_c,False,False,False,False,False,False,False,False,G_12846 FbcOr G_12846,cobra_0_bound,cobra_default_ub
34DHPLACOX,R_34DHPLACOX,M_34dhpac_c + M_h2o_c + M_nad_c <=> M_34dhpha_c + 2.0 M_h_c + M_nadh_c,False,False,False,False,False,False,False,False,G_11670 FbcOr G_222 FbcOr G_56847 FbcOr G_67689,cobra_0_bound,cobra_default_ub
34DHPLACOX_LPAREN_NADP_RPAREN_,R_34DHPLACOX_LPAREN_NADP_RPAREN_,M_34dhpac_c + M_h2o_c + M_nadp_c <=> M_34dhpha_c + 2.0 M_h_c + M_nadph_c,False,True,False,False,False,False,False,False,G_222 FbcOr G_67689 FbcOr G_11670,cobra_default_lb,cobra_default_ub
34DHXMANDACOX,R_34DHXMANDACOX,M_34dhmald_c + M_h2o_c + M_nad_c <=> M_34dhoxmand_c + 2.0 M_h_c + M_nadh_c,False,False,False,False,False,False,False,False,G_67689 FbcOr G_11670 FbcOr G_56847,cobra_0_bound,cobra_default_ub
34DHXMANDACOX_LPAREN_NADP_RPAREN_,R_34DHXMANDACOX_LPAREN_NADP_RPAREN_,M_34dhmald_c + M_h2o_c + M_nadp_c <=> M_34dhoxmand_c + 2.0 M_h_c + M_nadph_c,False,True,False,False,False,False,False,False,G_67689 FbcOr G_222,cobra_default_lb,cobra_default_ub
34HPLFM,R_34HPLFM,M_34hpp_m + M_h_m + M_nadh_m <=> M_34hpl_m + M_nad_m,False,False,False,False,False,False,False,False,,cobra_0_bound,cobra_default_ub
34HPPOR,R_34HPPOR,M_34hpp_c + M_o2_c <=> M_co2_c + M_hgentis_c,False,False,False,False,False,False,False,False,G_15445,cobra_0_bound,cobra_default_ub
35CGMPtn,R_35CGMPtn,M_35cgmp_c <=> M_35cgmp_n,False,True,False,False,False,False,False,False,,cobra_default_lb,cobra_default_ub
3AIBTm,R_3AIBTm,M_2mop_m + M_glu__L_m <=> M_3aib_m + M_akg_m,False,True,False,False,False,False,False,False,G_268860 FbcOr G_268860,cobra_default_lb,cobra_default_ub
3AIBt,R_3AIBt,M_3aib_c <=> M_3aib_e,False,False,False,False,False,False,False,False,,cobra_0_bound,cobra_default_ub
3AIBtm,R_3AIBtm,M_3aib_m <=> M_3aib_c,False,False,False,False,False,False,False,False,,cobra_0_bound,cobra_default_ub
3DPHBH1,R_3DPHBH1,M_3dphb_m + M_h_m + M_nadh_m + M_o2_m <=> M_3dpdhb_m + M_h2o_m + M_nad_m,False,False,False,False,False,False,False,False,,cobra_0_bound,cobra_default_ub
3DPHBH2,R_3DPHBH2,M_3dphb_m + M_h_m + M_nadph_m + M_o2_m <=> M_3dpdhb_m + M_h2o_m + M_nadp_m,False,False,False,False,False,False,False,False,,cobra_0_bound,cobra_default_ub
3DSPHR,R_3DSPHR,M_3dsphgn_c + M_h_c + M_nadph_c <=> M_nadp_c + M_sphgn_c,False,False,False,False,False,False,False,False,G_70750,cobra_0_bound,cobra_default_ub
3HAO,R_3HAO,M_3hanthrn_c + M_o2_c <=> M_cmusa_c + M_h_c,False,False,False,False,False,False,False,False,G_107766,cobra_0_bound,cobra_default_ub
3HBCDm,R_3HBCDm,M_b2coa_m + M_h2o_m <=> M_3hbcoa__R_m,False,True,False,False,False,False,False,False,G_52430,cobra_default_lb,cobra_default_ub
3HBCOAHLm,R_3HBCOAHLm,M_3hibutcoa_m + M_h2o_m <=> M_3hmp_m + M_coa_m + M_h_m,False,False,False,False,False,False,False,False,,cobra_0_bound,cobra_default_ub
3HCO3_NAt,R_3HCO3_NAt,3.0 M_hco3_e + M_na1_e <=> 3.0 M_hco3_c + M_na1_c,False,True,False,False,False,False,False,False,G_232156 FbcOr G_54403 FbcOr G_232156 FbcOr G_232156 FbcOr G_232156,cobra_default_lb,cobra_default_ub
3HKYNAKGAT,R_3HKYNAKGAT,M_akg_c + M_hLkynr_c <=> M_42A3HP24DB_c + M_glu__L_c,False,False,False,False,False,False,False,False,G_23923 FbcOr G_70266 FbcOr G_23923,cobra_0_bound,cobra_default_ub
3HLYTCL,R_3HLYTCL,M_34dhphe_c + M_h_c <=> M_co2_c + M_dopa_c,False,False,False,False,False,False,False,False,G_13195,cobra_0_bound,cobra_default_ub
3HPCOAHYD,R_3HPCOAHYD,M_3hpcoa_c + M_h2o_c <=> M_3hpp_c + M_coa_c + M_h_c,False,False,False,False,False,False,False,False,G_227095 FbcOr G_227095,cobra_0_bound,cobra_default_ub
3HPPD,R_3HPPD,M_3hpp_c + M_nad_c <=> M_h_c + M_msa_c + M_nadh_c,False,True,False,False,False,False,False,False,,cobra_default_lb,cobra_default_ub
3HXKYNDCL,R_3HXKYNDCL,M_hLkynr_c + M_h_c <=> M_3hxkynam_c + M_co2_c,False,False,False,False,False,False,False,False,G_13195,cobra_0_bound,cobra_default_ub
3HXKYNOXDA,R_3HXKYNOXDA,M_3hxkynam_c + M_o2_c <=> M_48dhoxquin_c + M_h2o2_c + M_nh4_c,False,False,False,False,False,False,False,False,G_17161 FbcOr G_109731,cobra_0_bound,cobra_default_ub
3M4HDXPAC,R_3M4HDXPAC,M_3mox4hpac_c + M_h2o_c + M_nad_c <=> 2.0 M_h_c + M_homoval_c + M_nadh_c,False,True,False,False,False,False,False,False,G_11670 FbcOr G_67689 FbcOr G_222 FbcOr G_56847,cobra_default_lb,cobra_default_ub
3MLDAt,R_3MLDAt,M_3mlda_c <=> M_3mlda_e,False,True,False,False,False,False,False,False,,cobra_default_lb,cobra_default_ub
3MOBt2im,R_3MOBt2im,M_3mob_c + M_h_c <=> M_3mob_m + M_h_m,False,False,False,False,False,False,False,False,,cobra_0_bound,cobra_default_ub
3MOPt2im,R_3MOPt2im,M_3mop_c + M_h_c <=> M_3mop_m + M_h_m,False,False,False,False,False,False,False,False,,cobra_0_bound,cobra_default_ub
3MOX4HOXPGALDOX,R_3MOX4HOXPGALDOX,M_3m4hpga_c + M_h2o_c + M_nad_c <=> M_3mox4hoxm_c + 2.0 M_h_c + M_nadh_c,False,False,False,False,False,False,False,False,G_222 FbcOr G_56847 FbcOr G_67689 FbcOr G_11670,cobra_0_bound,cobra_default_ub
3MOX4HOXPGALDOX_LPAREN_NADP_RPAREN_,R_3MOX4HOXPGALDOX_LPAREN_NADP_RPAREN_,M_3m4hpga_c + M_h2o_c + M_nadp_c <=> M_3mox4hoxm_c + 2.0 M_h_c + M_nadph_c,False,True,False,False,False,False,False,False,G_222 FbcOr G_56847 FbcOr G_67689 FbcOr G_11670,cobra_default_lb,cobra_default_ub
3MOXTYROX,R_3MOXTYROX,M_3moxtyr_c + M_h2o_c + M_o2_c <=> M_3mox4hpac_c + M_h2o2_c + M_nh4_c,False,False,False,False,False,False,False,False,G_17161 FbcOr G_109731,cobra_0_bound,cobra_default_ub
3NTD7l,R_3NTD7l,M_3amp_l + M_h2o_l <=> M_adn_l + M_pi_l,False,False,False,False,False,False,False,False,G_11432,cobra_0_bound,cobra_default_ub
3SALAASPm,R_3SALAASPm,M_3sala_m + M_asp__L_c <=> M_3sala_c + M_asp__L_m,False,True,False,False,False,False,False,False,G_50799 FbcOr G_78830,cobra_default_lb,cobra_default_ub
3SALACBOXL,R_3SALACBOXL,M_3sala_c + M_h_c <=> M_co2_c + M_hyptaur_c,False,False,False,False,False,False,False,False,G_246277 FbcOr G_14415 FbcOr G_14417 FbcOr G_14415,cobra_0_bound,cobra_default_ub
3SALAOX,R_3SALAOX,2.0 M_3sala_c + 2.0 M_h_c + M_o2_c <=> 2.0 M_Lcyst_c,False,False,False,False,False,False,False,False,,cobra_0_bound,cobra_default_ub
3SALATAi,R_3SALATAi,M_3sala_c + M_akg_c + M_h_c <=> M_3snpyr_c + M_glu__L_c,False,False,False,False,False,False,False,False,G_14718,cobra_0_bound,cobra_default_ub
3SALATAim,R_3SALATAim,M_3sala_m + M_akg_m + M_h_m <=> M_3snpyr_m + M_glu__L_m,False,False,False,False,False,False,False,False,G_14719,cobra_0_bound,cobra_default_ub
3SPYRSP,R_3SPYRSP,M_3snpyr_c + M_h2o_c <=> M_h_c + M_pyr_c + M_so3_c,False,False,False,False,False,False,False,False,,cobra_0_bound,cobra_default_ub
3SPYRSPm,R_3SPYRSPm,M_3snpyr_m + M_h2o_m <=> M_h_m + M_pyr_m + M_so3_m,False,False,False,False,False,False,False,False,,cobra_0_bound,cobra_default_ub
41R1H2MAE12BOOX,R_41R1H2MAE12BOOX,M_adrnl_c + M_h2o_c + M_o2_c <=> M_34dhmald_c + M_h2o2_c + M_mma_c,False,False,False,False,False,False,False,False,G_17161 FbcOr G_109731,cobra_0_bound,cobra_default_ub
41R2A1H12BOOX,R_41R2A1H12BOOX,M_h2o_c + M_nrpphr_c + M_o2_c <=> M_34dhmald_c + M_h2o2_c + M_nh4_c,False,False,False,False,False,False,False,False,G_17161 FbcOr G_109731,cobra_0_bound,cobra_default_ub
42A12BOOX,R_42A12BOOX,M_dopa_c + M_h2o_c + M_o2_c <=> M_34dhpac_c + M_h2o2_c + M_nh4_c,False,False,False,False,False,False,False,False,G_109731 FbcOr G_11754 FbcOr G_76507 FbcOr G_237940 FbcOr G_237940 FbcOr G_17161,cobra_0_bound,cobra_default_ub
4ABUTtm,R_4ABUTtm,M_4abut_c <=> M_4abut_m,False,True,False,False,False,False,False,False,,cobra_default_lb,cobra_default_ub
4HBZCOAFm,R_4HBZCOAFm,M_coa_m + M_coucoa_m + M_h2o_m + M_nad_m <=> M_4hbzcoa_m + M_accoa_m + M_h_m + M_nadh_m,False,False,False,False,False,False,False,False,,cobra_0_bound,cobra_default_ub
4HBZFm,R_4HBZFm,M_4hbzcoa_m + M_h2o_m <=> M_4hbz_m + M_coa_m + M_h_m,False,False,False,False,False,False,False,False,,cobra_0_bound,cobra_default_ub
4HDEBRISOQUINEte,R_4HDEBRISOQUINEte,M_4hdebrisoquine_e <=> M_4hdebrisoquine_c,False,True,False,False,False,False,False,False,,cobra_default_lb,cobra_default_ub
4HGLSDm,R_4HGLSDm,M_4hglusa_m + M_h2o_m + M_nad_m <=> M_e4hglu_m + 2.0 M_h_m + M_nadh_m,False,True,False,False,False,False,False,False,G_212647 FbcOr G_212647,cobra_default_lb,cobra_default_ub
4HOXPACDOX_LPAREN_NADP_RPAREN_,R_4HOXPACDOX_LPAREN_NADP_RPAREN_,M_4hoxpacd_c + M_h2o_c + M_nadp_c <=> M_4hphac_c + 2.0 M_h_c + M_nadph_c,False,True,False,False,False,False,False,False,G_222 FbcOr G_56847 FbcOr G_67689 FbcOr G_11670,cobra_default_lb,cobra_default_ub
4MOPt2im,R_4MOPt2im,M_4mop_c + M_h_c <=> M_4mop_m + M_h_m,False,False,False,False,False,False,False,False,,cobra_0_bound,cobra_default_ub
4MPTNLte,R_4MPTNLte,M_4mptnl_c <=> M_4mptnl_e,False,True,False,False,False,False,False,False,,cobra_default_lb,cobra_default_ub
4MPTNLtm,R_4MPTNLtm,M_4mptnl_c <=> M_4mptnl_m,False,True,False,False,False,False,False,False,,cobra_default_lb,cobra_default_ub
4MPTNLtr,R_4MPTNLtr,M_4mptnl_c <=> M_4mptnl_r,False,True,False,False,False,False,False,False,,cobra_default_lb,cobra_default_ub
4MTOLBUTAMIDEte,R_4MTOLBUTAMIDEte,M_4mtolbutamide_e <=> M_4mtolbutamide_c,False,True,False,False,False,False,False,False,,cobra_default_lb,cobra_default_ub
4NPHSFte,R_4NPHSFte,M_4nphsf_e <=> M_4nphsf_c,False,True,False,False,False,False,False,False,,cobra_default_lb,cobra_default_ub
4NPHte,R_4NPHte,M_4nph_e <=> M_4nph_c,False,True,False,False,False,False,False,False,,cobra_default_lb,cobra_default_ub
4PYRDX,R_4PYRDX,M_4pyrdx_c + M_atp_c + M_h2o_c <=> M_4pyrdx_e + M_adp_c + M_h_c + M_pi_c,False,False,False,False,False,False,False,False,,cobra_0_bound,cobra_default_ub
5ADTSTSTERONEGLCte,R_5ADTSTSTERONEGLCte,M_5adtststeroneglc_c + M_atp_c + M_h2o_c <=> M_5adtststeroneglc_e + M_adp_c + M_h_c + M_pi_c,False,False,False,False,False,False,False,False,G_17250,cobra_0_bound,cobra_default_ub
5ADTSTSTERONEGLCtr,R_5ADTSTSTERONEGLCtr,M_5adtststeroneglc_c <=> M_5adtststeroneglc_r,False,True,False,False,False,False,False,False,,cobra_default_lb,cobra_default_ub
5ADTSTSTERONESULT,R_5ADTSTSTERONESULT,M_5adtststerone_c + M_paps_c <=> M_5adtststerones_c + M_h_c + M_pap_c,False,False,False,False,False,False,False,False,G_20859,cobra_0_bound,cobra_default_ub
5ADTSTSTERONESte,R_5ADTSTSTERONESte,M_5adtststerones_c <=> M_5adtststerones_e,False,True,False,False,False,False,False,False,,cobra_default_lb,cobra_default_ub
5ADTSTSTERONEte,R_5ADTSTSTERONEte,M_5adtststerone_e <=> M_5adtststerone_c,False,True,False,False,False,False,False,False,,cobra_default_lb,cobra_default_ub
5ADTSTSTERONEtr,R_5ADTSTSTERONEtr,M_5adtststerone_r <=> M_5adtststerone_c,False,True,False,False,False,False,False,False,,cobra_default_lb,cobra_default_ub
5AOPtm,R_5AOPtm,M_5aop_c <=> M_5aop_m,False,True,False,False,False,False,False,False,,cobra_default_lb,cobra_default_ub
5DHFtl,R_5DHFtl,M_5dhf_c <=> M_5dhf_l,False,False,False,False,False,False,False,False,,cobra_0_bound,cobra_default_ub
5FTHFt2,R_5FTHFt2,M_5fthf_e + M_oh1_c <=> M_5fthf_c + M_oh1_e,False,True,False,False,False,False,False,False,G_20509 FbcOr G_20509,cobra_default_lb,cobra_default_ub
5HLTDL,R_5HLTDL,M_5htrp_c + M_h_c <=> M_co2_c + M_srtn_c,False,False,False,False,False,False,False,False,G_13195,cobra_0_bound,cobra_default_ub
5HOMEPRAZOLEte,R_5HOMEPRAZOLEte,M_5homeprazole_e <=> M_5homeprazole_c,False,True,False,False,False,False,False,False,,cobra_default_lb,cobra_default_ub
5HOXINDACTO2OX,R_5HOXINDACTO2OX,M_5hoxindact_c + M_h2o_c + M_o2_c <=> M_5hoxindoa_c + M_h2o2_c + M_h_c,False,False,False,False,False,False,False,False,G_11761,cobra_0_bound,cobra_default_ub
5HOXINDACTOX,R_5HOXINDACTOX,M_5hoxindact_c + M_h2o_c + M_nad_c <=> M_5hoxindoa_c + 2.0 M_h_c + M_nadh_c,False,False,False,False,False,False,False,False,G_110695 FbcOr G_19378 FbcOr G_11668 FbcOr G_19378 FbcOr G_56752 FbcOr G_19378 FbcOr G_11671,cobra_0_bound,cobra_default_ub
5HOXINDACTOXm,R_5HOXINDACTOXm,M_5hoxindact_m + M_h2o_m + M_nad_m <=> M_5hoxindoa_m + 2.0 M_h_m + M_nadh_m,False,False,False,False,False,False,False,False,G_212647 FbcOr G_72535 FbcOr G_212647 FbcOr G_11669,cobra_0_bound,cobra_default_ub
5HOXINOXDA,R_5HOXINOXDA,M_h2o_c + M_o2_c + M_srtn_c <=> M_5hoxindact_c + M_h2o2_c + M_nh4_c,False,False,False,False,False,False,False,False,G_17161 FbcOr G_109731,cobra_0_bound,cobra_default_ub
5HTRPDOX,R_5HTRPDOX,M_5htrp_c + M_o2_c <=> M_5hoxnfkyn_c,False,False,False,False,False,False,False,False,G_15930,cobra_0_bound,cobra_default_ub
5HTRPVESSEC,R_5HTRPVESSEC,3.0 M_5htrp_c + 2.0 M_atp_c + 2.0 M_h2o_c <=> 3.0 M_5htrp_e + 2.0 M_adp_c + 2.0 M_h_c + 2.0 M_pi_c,False,False,False,False,False,False,False,False,G_110877 FbcOr G_214084,cobra_0_bound,cobra_default_ub
5HXKYNDCL,R_5HXKYNDCL,M_5hxkyn_c + M_h_c <=> M_5hxkynam_c + M_co2_c,False,False,False,False,False,False,False,False,G_13195,cobra_0_bound,cobra_default_ub
5HXKYNOXDA,R_5HXKYNOXDA,M_5hxkynam_c + M_o2_c <=> M_46dhoxquin_c + M_h2o2_c + M_nh4_c,False,False,False,False,False,False,False,False,G_17161 FbcOr G_109731,cobra_0_bound,cobra_default_ub
5MTHFt2,R_5MTHFt2,M_5mthf_e + M_oh1_c <=> M_5mthf_c + M_oh1_e,False,True,False,False,False,False,False,False,G_20509 FbcOr G_20509,cobra_default_lb,cobra_default_ub
5THFtl,R_5THFtl,M_5thf_c <=> M_5thf_l,False,False,False,False,False,False,False,False,,cobra_0_bound,cobra_default_ub
5THFtm,R_5THFtm,M_5thf_m <=> M_5thf_c,False,False,False,False,False,False,False,False,,cobra_0_bound,cobra_default_ub
6DHFtl,R_6DHFtl,M_6dhf_c <=> M_6dhf_l,False,False,False,False,False,False,False,False,,cobra_0_bound,cobra_default_ub
6DHFtm,R_6DHFtm,M_6dhf_m <=> M_6dhf_c,False,False,False,False,False,False,False,False,,cobra_0_bound,cobra_default_ub
6HTSTSTERONEte,R_6HTSTSTERONEte,M_6htststerone_c <=> M_6htststerone_e,False,True,False,False,False,False,False,False,,cobra_default_lb,cobra_default_ub
6HTSTSTERONEtr,R_6HTSTSTERONEtr,M_6htststerone_c <=> M_6htststerone_r,False,True,False,False,False,False,False,False,,cobra_default_lb,cobra_default_ub
6THFtl,R_6THFtl,M_6thf_c <=> M_6thf_l,False,False,False,False,False,False,False,False,,cobra_0_bound,cobra_default_ub
6THFtm,R_6THFtm,M_6thf_m <=> M_6thf_c,False,False,False,False,False,False,False,False,,cobra_0_bound,cobra_default_ub
7DHCHSTEROLtr,R_7DHCHSTEROLtr,M_7dhchsterol_r <=> M_7dhchsterol_c,False,True,False,False,False,False,False,False,,cobra_default_lb,cobra_default_ub
7DHFtl,R_7DHFtl,M_7dhf_c <=> M_7dhf_l,False,False,False,False,False,False,False,False,,cobra_0_bound,cobra_default_ub
7DHFtm,R_7DHFtm,M_7dhf_m <=> M_7dhf_c,False,False,False,False,False,False,False,False,,cobra_0_bound,cobra_default_ub
7THFtl,R_7THFtl,M_7thf_c <=> M_7thf_l,False,False,False,False,False,False,False,False,,cobra_0_bound,cobra_default_ub
7THFtm,R_7THFtm,M_7thf_m <=> M_7thf_c,False,False,False,False,False,False,False,False,,cobra_0_bound,cobra_default_ub
A4GALTc,R_A4GALTc,M_galgluside_hs_c + M_udpgal_c <=> M_h_c + M_thcrm_hs_c + M_udp_c,False,False,False,False,False,False,False,False,G_239559,cobra_0_bound,cobra_default_ub
A4GALTg,R_A4GALTg,M_galgluside_hs_g + M_udpgal_g <=> M_h_g + M_thcrm_hs_g + M_udp_g,False,False,False,False,False,False,False,False,G_239559,cobra_0_bound,cobra_default_ub
A4GNT1g,R_A4GNT1g,M_T_antigen_g + M_uacgam_g <=> M_gncore1_g + M_h_g + M_udp_g,False,False,False,False,False,False,False,False,G_333424,cobra_0_bound,cobra_default_ub
A4GNT2g,R_A4GNT2g,M_core2_g + M_uacgam_g <=> M_gncore2_g + M_h_g + M_udp_g,False,False,False,False,False,False,False,False,G_333424,cobra_0_bound,cobra_default_ub
AACOAT,R_AACOAT,M_acac_c + M_atp_c + M_coa_c <=> M_aacoa_c + M_amp_c + M_ppi_c,False,True,False,False,False,False,False,False,G_78894,cobra_default_lb,cobra_default_ub
AACTOOR,R_AACTOOR,M_aact_c + M_h2o_c + M_o2_c <=> M_h2o2_c + M_mthgxl_c + M_nh4_c,False,False,False,False,False,False,False,False,G_11754,cobra_0_bound,cobra_default_ub
AACTtm,R_AACTtm,M_aact_m <=> M_aact_c,False,False,False,False,False,False,False,False,,cobra_0_bound,cobra_default_ub
AAPSAS,R_AAPSAS,M_h2o_c + M_h_c + M_thp2c_c <=> M_L2aadp6sa_c,False,False,False,False,False,False,False,False,,cobra_0_bound,cobra_default_ub
AASAD3,R_AASAD3,M_L2aadp6sa_c + M_h2o_c + M_nad_c <=> M_L2aadp_c + 2.0 M_h_c + M_nadh_c,False,False,False,False,False,False,False,False,,cobra_0_bound,cobra_default_ub
AASAD3m,R_AASAD3m,M_L2aadp6sa_m + M_h2o_m + M_nad_m <=> M_L2aadp_m + 2.0 M_h_m + M_nadh_m,False,False,False,False,False,False,False,False,,cobra_0_bound,cobra_default_ub
AATAi,R_AATAi,M_L2aadp_c + M_akg_c <=> M_2oxoadp_c + M_glu__L_c,False,False,False,False,False,False,False,False,G_23923 FbcOr G_23923,cobra_0_bound,cobra_default_ub
ABTArm,R_ABTArm,M_4abut_m + M_akg_m <=> M_glu__L_m + M_sucsal_m,False,True,False,False,False,False,False,False,G_268860 FbcOr G_268860,cobra_default_lb,cobra_default_ub
ABTD,R_ABTD,M_abt_c + M_nad_c <=> M_h_c + M_nadh_c + M_xylu__L_c,False,True,False,False,False,False,False,False,,cobra_default_lb,cobra_default_ub
ABTti,R_ABTti,M_abt_c <=> M_abt_e,False,False,False,False,False,False,False,False,,cobra_0_bound,cobra_default_ub
ABUTD,R_ABUTD,M_4abutn_c + M_h2o_c + M_nad_c <=> M_4abut_c + 2.0 M_h_c + M_nadh_c,False,False,False,False,False,False,False,False,G_56752,cobra_0_bound,cobra_default_ub
ABUTt2r,R_ABUTt2r,M_4abut_e + M_h_e <=> M_4abut_c + M_h_c,False,True,False,False,False,False,False,False,G_215335,cobra_default_lb,cobra_default_ub
ABUTt2rL,R_ABUTt2rL,M_4abut_l + M_h_l <=> M_4abut_c + M_h_c,False,True,False,False,False,False,False,False,G_215335,cobra_default_lb,cobra_default_ub
