!!ObjTables schema='SBtab' type='Data' tableFormat='row' class='Reaction' name='Reaction' date='2020-07-18 12:20:25' objTablesVersion='1.0.5' document='MODEL1507180055',,,,,,,,,,,,,
!Name,!ID,!ReactionFormula,!IsComplete,!IsReversible,!IsInEquilibrium,!IsExchangeReaction,!IsNonEnzymatic,!BuildReaction,!BuildEnzyme,!BuildEnzymeProduction,!SBML:fbc:GeneAssociation,!SBML:fbc:LowerBound,!SBML:fbc:UpperBound
FADH2tru,R_FADH2tru,M_fadh2_c <=> M_fadh2_r,False,False,False,False,False,False,False,False,,cobra_0_bound,cobra_default_ub
FADH2tx,R_FADH2tx,M_fadh2_c <=> M_fadh2_x,False,True,False,False,False,False,False,False,,cobra_default_lb,cobra_default_ub
FADtru,R_FADtru,M_fad_r <=> M_fad_c,False,False,False,False,False,False,False,False,,cobra_0_bound,cobra_default_ub
FADtx,R_FADtx,M_fad_c <=> M_fad_x,False,True,False,False,False,False,False,False,,cobra_default_lb,cobra_default_ub
FAEL183,R_FAEL183,5.0 M_h_c + M_lnlncgcoa_c + M_malcoa_c + 4.0 M_nadph_c + M_o2_c <=> M_co2_c + M_coa_c + M_dlnlcgcoa_c + 3.0 M_h2o_c + 4.0 M_nadp_c,False,False,False,False,False,False,False,False,G_83603,cobra_0_bound,cobra_default_ub
FAEL184,R_FAEL184,5.0 M_h_c + M_malcoa_c + 4.0 M_nadph_c + M_o2_c + M_strdnccoa_c <=> M_co2_c + M_coa_c + M_eicostetcoa_c + 3.0 M_h2o_c + 4.0 M_nadp_c,False,False,False,False,False,False,False,False,G_83603,cobra_0_bound,cobra_default_ub
FAEL204,R_FAEL204,M_arachdcoa_c + 5.0 M_h_c + M_malcoa_c + 4.0 M_nadph_c + M_o2_c <=> M_adrncoa_c + M_co2_c + M_coa_c + 3.0 M_h2o_c + 4.0 M_nadp_c,False,False,False,False,False,False,False,False,G_83603,cobra_0_bound,cobra_default_ub
FAEL205,R_FAEL205,5.0 M_h_c + M_malcoa_c + 4.0 M_nadph_c + M_o2_c + M_tmndnccoa_c <=> M_clpndcoa_c + M_co2_c + M_coa_c + 3.0 M_h2o_c + 4.0 M_nadp_c,False,False,False,False,False,False,False,False,G_83603,cobra_0_bound,cobra_default_ub
FAH1,R_FAH1,M_ddca_c + M_h_c + M_nadph_c + M_o2_c <=> M_h2o_c + M_nadp_c + M_whddca_c,False,False,False,False,False,False,False,False,G_13117,cobra_0_bound,cobra_default_ub
FAH2,R_FAH2,M_h_c + M_nadph_c + M_o2_c + M_ttdca_c <=> M_h2o_c + M_nadp_c + M_whttdca_c,False,False,False,False,False,False,False,False,G_13117,cobra_0_bound,cobra_default_ub
FAH3,R_FAH3,M_h_c + M_hdca_c + M_nadph_c + M_o2_c <=> M_h2o_c + M_nadp_c + M_whhdca_c,False,False,False,False,False,False,False,False,G_13117,cobra_0_bound,cobra_default_ub
FALDH,R_FALDH,M_fald_c + M_gthrd_c + M_nad_c <=> M_Sfglutth_c + M_h_c + M_nadh_c,False,True,False,False,False,False,False,False,G_11532,cobra_default_lb,cobra_default_ub
FALDtly,R_FALDtly,M_fald_l <=> M_fald_c,False,True,False,False,False,False,False,False,,cobra_default_lb,cobra_default_ub
FALDtm,R_FALDtm,M_fald_m <=> M_fald_c,False,True,False,False,False,False,False,False,,cobra_default_lb,cobra_default_ub
FAOXC11,R_FAOXC11,M_coa_m + M_dmnoncoa_m + M_h2o_m + M_nad_m <=> M_accoa_m + M_dmhptcoa_m + M_h_m + M_nadh_m,False,False,False,False,False,False,False,False,G_11364,cobra_0_bound,cobra_default_ub
FAOXC140,R_FAOXC140,6.0 M_coa_m + 6.0 M_fad_m + 6.0 M_h2o_m + 6.0 M_nad_m + M_tdcoa_m <=> 7.0 M_accoa_m + 6.0 M_fadh2_m + 6.0 M_h_m + 6.0 M_nadh_m,False,False,False,False,False,False,False,False,G_11409 FbcOr G_11364,cobra_0_bound,cobra_default_ub
FAOXC150m,R_FAOXC150m,6.0 M_coa_m + 6.0 M_fad_m + 6.0 M_h2o_m + 6.0 M_nad_m + M_ptdcacoa_m <=> 6.0 M_accoa_m + 6.0 M_fadh2_m + 6.0 M_h_m + 6.0 M_nadh_m + M_ppcoa_m,False,False,False,False,False,False,False,False,G_11409 FbcOr G_11364,cobra_0_bound,cobra_default_ub
FAOXC160,R_FAOXC160,7.0 M_coa_m + 7.0 M_fad_m + 7.0 M_h2o_m + 7.0 M_nad_m + M_pmtcoa_m <=> 8.0 M_accoa_m + 7.0 M_fadh2_m + 7.0 M_h_m + 7.0 M_nadh_m,False,False,False,False,False,False,False,False,G_11364 FbcOr G_11409,cobra_0_bound,cobra_default_ub
FAOXC16080m,R_FAOXC16080m,4.0 M_coa_m + 4.0 M_fad_m + 4.0 M_h2o_m + 4.0 M_nad_m + M_pmtcoa_m <=> 4.0 M_accoa_m + 4.0 M_fadh2_m + 4.0 M_h_m + 4.0 M_nadh_m + M_occoa_m,False,False,False,False,False,False,False,False,G_11409 FbcOr G_11364,cobra_0_bound,cobra_default_ub
FAOXC16080x,R_FAOXC16080x,4.0 M_coa_x + 4.0 M_h2o_x + 4.0 M_nad_x + 4.0 M_o2_x + M_pmtcoa_x <=> 4.0 M_accoa_x + 4.0 M_h2o2_x + 4.0 M_h_x + 4.0 M_nadh_x + M_occoa_x,False,False,False,False,False,False,False,False,,cobra_0_bound,cobra_default_ub
FAOXC161802m,R_FAOXC161802m,4.0 M_coa_m + 3.0 M_fad_m + 4.0 M_h2o_m + M_hdd2coa_m + 4.0 M_nad_m <=> 4.0 M_accoa_m + 3.0 M_fadh2_m + 4.0 M_h_m + 4.0 M_nadh_m + M_occoa_m,False,False,False,False,False,False,False,False,G_11364 FbcOr G_11409,cobra_0_bound,cobra_default_ub
FAOXC16180m,R_FAOXC16180m,4.0 M_coa_m + 3.0 M_fad_m + 4.0 M_h2o_m + M_hdcoa_m + 4.0 M_nad_m <=> 4.0 M_accoa_m + 3.0 M_fadh2_m + 4.0 M_h_m + 4.0 M_nadh_m + M_occoa_m,False,False,False,False,False,False,False,False,G_11409 FbcOr G_11364,cobra_0_bound,cobra_default_ub
FAOXC170m,R_FAOXC170m,7.0 M_coa_m + 7.0 M_fad_m + 7.0 M_h2o_m + M_hpdcacoa_m + 7.0 M_nad_m <=> 7.0 M_accoa_m + 7.0 M_fadh2_m + 7.0 M_h_m + 7.0 M_nadh_m + M_ppcoa_m,False,False,False,False,False,False,False,False,G_11364,cobra_0_bound,cobra_default_ub
FAOXC180,R_FAOXC180,M_coa_m + M_fad_m + M_h2o_m + M_nad_m + M_stcoa_m <=> M_accoa_m + M_fadh2_m + M_h_m + M_nadh_m + M_pmtcoa_m,False,False,False,False,False,False,False,False,G_11364 FbcOr G_11364 FbcOr G_11409 FbcOr G_11409,cobra_0_bound,cobra_default_ub
FAOXC180x,R_FAOXC180x,M_coa_x + M_h2o_x + M_nad_x + M_o2_x + M_stcoa_x <=> M_accoa_x + M_h2o2_x + M_h_x + M_nadh_x + M_pmtcoa_x,False,False,False,False,False,False,False,False,,cobra_0_bound,cobra_default_ub
FAOXC1811601m,R_FAOXC1811601m,5.0 M_coa_m + 4.0 M_fad_m + 5.0 M_h2o_m + 5.0 M_nad_m + M_od2coa_m <=> 5.0 M_accoa_m + 4.0 M_fadh2_m + 5.0 M_h_m + 5.0 M_nadh_m + M_occoa_m,False,False,False,False,False,False,False,False,G_11409 FbcOr G_11364,cobra_0_bound,cobra_default_ub
FAOXC1811602m,R_FAOXC1811602m,5.0 M_coa_m + 4.0 M_fad_m + 5.0 M_h2o_m + 5.0 M_nad_m + M_vacccoa_m <=> 5.0 M_accoa_m + 4.0 M_fadh2_m + 5.0 M_h_m + 5.0 M_nadh_m + M_occoa_m,False,False,False,False,False,False,False,False,G_11409 FbcOr G_11364,cobra_0_bound,cobra_default_ub
FAOXC1811603m,R_FAOXC1811603m,5.0 M_coa_m + 4.0 M_fad_m + 5.0 M_h2o_m + 5.0 M_nad_m + M_odecoa_m <=> 5.0 M_accoa_m + 4.0 M_fadh2_m + 5.0 M_h_m + 5.0 M_nadh_m + M_occoa_m,False,False,False,False,False,False,False,False,G_11364 FbcOr G_11409,cobra_0_bound,cobra_default_ub
FAOXC182806m,R_FAOXC182806m,5.0 M_coa_m + 3.0 M_fad_m + 5.0 M_h2o_m + M_lnlccoa_m + 5.0 M_nad_m <=> 5.0 M_accoa_m + 3.0 M_fadh2_m + 5.0 M_h_m + 5.0 M_nadh_m + M_occoa_m,False,False,False,False,False,False,False,False,G_11364 FbcOr G_11409,cobra_0_bound,cobra_default_ub
FAOXC18280m,R_FAOXC18280m,5.0 M_coa_m + 3.0 M_fad_m + 5.0 M_h2o_m + M_lneldccoa_m + 5.0 M_nad_m <=> 5.0 M_accoa_m + 3.0 M_fadh2_m + 5.0 M_h_m + 5.0 M_nadh_m + M_occoa_m,False,False,False,False,False,False,False,False,G_11364 FbcOr G_11409,cobra_0_bound,cobra_default_ub
FAOXC183803m,R_FAOXC183803m,5.0 M_coa_m + 2.0 M_fad_m + 5.0 M_h2o_m + M_lnlncacoa_m + 5.0 M_nad_m <=> 5.0 M_accoa_m + 2.0 M_fadh2_m + 5.0 M_h_m + 5.0 M_nadh_m + M_occoa_m,False,False,False,False,False,False,False,False,G_11364 FbcOr G_11409,cobra_0_bound,cobra_default_ub
FAOXC183806m,R_FAOXC183806m,5.0 M_coa_m + 5.0 M_h2o_m + M_lnlncgcoa_m + 5.0 M_nad_m + 2.0 M_o2_m <=> 5.0 M_accoa_m + 2.0 M_h2o2_m + 5.0 M_h_m + 5.0 M_nadh_m + M_occoa_m,False,False,False,False,False,False,False,False,G_11364 FbcOr G_11409,cobra_0_bound,cobra_default_ub
FAOXC183806x,R_FAOXC183806x,5.0 M_coa_x + 5.0 M_h2o_x + M_lnlncgcoa_x + 5.0 M_nad_x + 2.0 M_o2_x <=> 5.0 M_accoa_x + 2.0 M_h2o2_x + 5.0 M_h_x + 5.0 M_nadh_x + M_occoa_x,False,False,False,False,False,False,False,False,,cobra_0_bound,cobra_default_ub
FAOXC18480m,R_FAOXC18480m,5.0 M_coa_m + M_fad_m + 5.0 M_h2o_m + 5.0 M_nad_m + M_strdnccoa_m <=> 5.0 M_accoa_m + M_fadh2_m + 5.0 M_h_m + 5.0 M_nadh_m + M_occoa_m,False,False,False,False,False,False,False,False,G_11364 FbcOr G_11409,cobra_0_bound,cobra_default_ub
FAOXC18480x,R_FAOXC18480x,5.0 M_coa_x + 5.0 M_h2o_x + 5.0 M_nad_x + M_o2_x + M_strdnccoa_x <=> 5.0 M_accoa_x + M_h2o2_x + 5.0 M_h_x + 5.0 M_nadh_x + M_occoa_x,False,False,False,False,False,False,False,False,,cobra_0_bound,cobra_default_ub
FAOXC200180m,R_FAOXC200180m,M_arachcoa_m + M_coa_m + M_fad_m + M_h2o_m + M_nad_m <=> M_accoa_m + M_fadh2_m + M_h_m + M_nadh_m + M_stcoa_m,False,False,False,False,False,False,False,False,G_11409 FbcOr G_11364,cobra_0_bound,cobra_default_ub
FAOXC200180x,R_FAOXC200180x,M_arachcoa_x + M_coa_x + M_h2o_x + M_nad_x + M_o2_x <=> M_accoa_x + M_h2o2_x + M_h_x + M_nadh_x + M_stcoa_x,False,False,False,False,False,False,False,False,,cobra_0_bound,cobra_default_ub
FAOXC2031836m,R_FAOXC2031836m,M_coa_m + M_dlnlcgcoa_m + M_fad_m + M_h2o_m + M_nad_m <=> M_accoa_m + M_fadh2_m + M_h_m + M_lnlncgcoa_m + M_nadh_m,False,False,False,False,False,False,False,False,G_11409 FbcOr G_11364,cobra_0_bound,cobra_default_ub
FAOXC204,R_FAOXC204,M_arachdcoa_m + 9.0 M_coa_m + 5.0 M_fad_m + 9.0 M_h2o_m + 9.0 M_nad_m <=> 10.0 M_accoa_m + 5.0 M_fadh2_m + 9.0 M_h_m + 9.0 M_nadh_m,False,False,False,False,False,False,False,False,G_11409 FbcOr G_11409 FbcOr G_11364 FbcOr G_11364,cobra_0_bound,cobra_default_ub
FAOXC204184m,R_FAOXC204184m,M_coa_m + M_eicostetcoa_m + M_fad_m + M_h2o_m + M_nad_m <=> M_accoa_m + M_fadh2_m + M_h_m + M_nadh_m + M_strdnccoa_m,False,False,False,False,False,False,False,False,G_11409 FbcOr G_11364,cobra_0_bound,cobra_default_ub
FAOXC2051843m,R_FAOXC2051843m,M_coa_m + M_h2o_m + M_nad_m + M_tmndnccoa_m <=> M_accoa_m + M_h_m + M_nadh_m + M_strdnccoa_m,False,False,False,False,False,False,False,False,G_11364 FbcOr G_11409,cobra_0_bound,cobra_default_ub
FAOXC2051843x,R_FAOXC2051843x,M_coa_x + M_h2o_x + M_nad_x + M_tmndnccoa_x <=> M_accoa_x + M_h_x + M_nadh_x + M_strdnccoa_x,False,False,False,False,False,False,False,False,,cobra_0_bound,cobra_default_ub
FAOXC2242046m,R_FAOXC2242046m,M_adrncoa_m + M_coa_m + M_fad_m + M_h2o_m + M_nad_m <=> M_accoa_m + M_arachdcoa_m + M_fadh2_m + M_h_m + M_nadh_m,False,False,False,False,False,False,False,False,G_11364 FbcOr G_11409,cobra_0_bound,cobra_default_ub
FAOXC2242046x,R_FAOXC2242046x,M_adrncoa_x + M_coa_x + M_h2o_x + M_nad_x + M_o2_x <=> M_accoa_x + M_arachdcoa_x + M_h2o2_x + M_h_x + M_nadh_x,False,False,False,False,False,False,False,False,,cobra_0_bound,cobra_default_ub
FAOXC2251836m,R_FAOXC2251836m,2.0 M_coa_m + M_dcsptn1coa_m + 2.0 M_h2o_m + 2.0 M_nad_m <=> 2.0 M_accoa_m + 2.0 M_h_m + M_lnlncgcoa_m + 2.0 M_nadh_m,False,False,False,False,False,False,False,False,G_11364 FbcOr G_11409,cobra_0_bound,cobra_default_ub
FAOXC2251836x,R_FAOXC2251836x,2.0 M_coa_x + M_dcsptn1coa_x + 2.0 M_h2o_x + 2.0 M_nad_x <=> 2.0 M_accoa_x + 2.0 M_h_x + M_lnlncgcoa_x + 2.0 M_nadh_x,False,False,False,False,False,False,False,False,,cobra_0_bound,cobra_default_ub
FAOXC2252053m,R_FAOXC2252053m,M_coa_m + M_dcsptn1coa_m + M_h2o_m + M_nad_m + M_o2_m <=> M_accoa_m + M_h2o2_m + M_h_m + M_nadh_m + M_tmndnccoa_m,False,False,False,False,False,False,False,False,G_11409 FbcOr G_11364,cobra_0_bound,cobra_default_ub
FAOXC2252053x,R_FAOXC2252053x,M_coa_x + M_dcsptn1coa_x + M_h2o_x + M_nad_x + M_o2_x <=> M_accoa_x + M_h2o2_x + M_h_x + M_nadh_x + M_tmndnccoa_x,False,False,False,False,False,False,False,False,,cobra_0_bound,cobra_default_ub
FAOXC226,R_FAOXC226,M_c226coa_m + 10.0 M_coa_m + 4.0 M_fad_m + 10.0 M_h2o_m + 10.0 M_nad_m <=> 11.0 M_accoa_m + 4.0 M_fadh2_m + 10.0 M_h_m + 10.0 M_nadh_m,False,False,False,False,False,False,False,False,G_11409 FbcOr G_11364,cobra_0_bound,cobra_default_ub
FAOXC226205m,R_FAOXC226205m,M_c226coa_m + M_coa_m + M_h2o_m + M_nad_m <=> M_accoa_m + M_h_m + M_nadh_m + M_tmndnccoa_m,False,False,False,False,False,False,False,False,G_11409 FbcOr G_11364,cobra_0_bound,cobra_default_ub
FAOXC226205x,R_FAOXC226205x,M_c226coa_x + M_coa_x + M_h2o_x + M_nad_x <=> M_accoa_x + M_h_x + M_nadh_x + M_tmndnccoa_x,False,False,False,False,False,False,False,False,,cobra_0_bound,cobra_default_ub
FAOXC240200x,R_FAOXC240200x,2.0 M_coa_x + 2.0 M_h2o_x + M_lgnccoa_x + 2.0 M_nad_x + 2.0 M_o2_x <=> 2.0 M_accoa_x + M_arachcoa_x + 2.0 M_h2o2_x + 2.0 M_h_x + 2.0 M_nadh_x,False,False,False,False,False,False,False,False,,cobra_0_bound,cobra_default_ub
FAOXC241181x,R_FAOXC241181x,3.0 M_coa_x + 3.0 M_h2o_x + 3.0 M_nad_x + M_nrvnccoa_x + 3.0 M_o2_x <=> 3.0 M_accoa_x + 3.0 M_h2o2_x + 3.0 M_h_x + 3.0 M_nadh_x + M_odecoa_x,False,False,False,False,False,False,False,False,,cobra_0_bound,cobra_default_ub
FAOXC2442246x,R_FAOXC2442246x,M_coa_x + M_h2o_x + M_nad_x + M_o2_x + M_tettet6coa_x <=> M_accoa_x + M_adrncoa_x + M_h2o2_x + M_h_x + M_nadh_x,False,False,False,False,False,False,False,False,,cobra_0_bound,cobra_default_ub
FAOXC2452253x,R_FAOXC2452253x,M_coa_x + M_h2o_x + M_nad_x + M_o2_x + M_tetpent3coa_x <=> M_accoa_x + M_clpndcoa_x + M_h2o2_x + M_h_x + M_nadh_x,False,False,False,False,False,False,False,False,,cobra_0_bound,cobra_default_ub
FAOXC2452256x,R_FAOXC2452256x,M_coa_x + M_h2o_x + M_nad_x + M_o2_x + M_tetpent6coa_x <=> M_accoa_x + M_dcsptn1coa_x + M_h2o2_x + M_h_x + M_nadh_x,False,False,False,False,False,False,False,False,,cobra_0_bound,cobra_default_ub
FAOXC246226x,R_FAOXC246226x,M_coa_x + M_h2o_x + M_nad_x + M_o2_x + M_tethex3coa_x <=> M_accoa_x + M_c226coa_x + M_h2o2_x + M_h_x + M_nadh_x,False,False,False,False,False,False,False,False,,cobra_0_bound,cobra_default_ub
FAOXC260240x,R_FAOXC260240x,M_coa_x + M_h2o_x + M_hexccoa_x + M_nad_x + M_o2_x <=> M_accoa_x + M_h2o2_x + M_h_x + M_lgnccoa_x + M_nadh_x,False,False,False,False,False,False,False,False,,cobra_0_bound,cobra_default_ub
FAOXC80,R_FAOXC80,3.0 M_coa_m + 3.0 M_fad_m + 3.0 M_h2o_m + 3.0 M_nad_m + M_occoa_m <=> 4.0 M_accoa_m + 3.0 M_fadh2_m + 3.0 M_h_m + 3.0 M_nadh_m,False,False,False,False,False,False,False,False,G_11409 FbcOr G_11364,cobra_0_bound,cobra_default_ub
FAS100COA,R_FAS100COA,3.0 M_h_c + M_malcoa_c + 2.0 M_nadph_c + M_occoa_c <=> M_co2_c + M_coa_c + M_dcacoa_c + M_h2o_c + 2.0 M_nadp_c,False,False,False,False,False,False,False,False,G_14104,cobra_0_bound,cobra_default_ub
FAS120COA,R_FAS120COA,M_dcacoa_c + 3.0 M_h_c + M_malcoa_c + 2.0 M_nadph_c <=> M_co2_c + M_coa_c + M_ddcacoa_c + M_h2o_c + 2.0 M_nadp_c,False,False,False,False,False,False,False,False,G_14104,cobra_0_bound,cobra_default_ub
FAS140COA,R_FAS140COA,M_ddcacoa_c + 3.0 M_h_c + M_malcoa_c + 2.0 M_nadph_c <=> M_co2_c + M_coa_c + M_h2o_c + 2.0 M_nadp_c + M_tdcoa_c,False,False,False,False,False,False,False,False,G_14104,cobra_0_bound,cobra_default_ub
FAS160COA,R_FAS160COA,3.0 M_h_c + M_malcoa_c + 2.0 M_nadph_c + M_tdcoa_c <=> M_co2_c + M_coa_c + M_h2o_c + 2.0 M_nadp_c + M_pmtcoa_c,False,False,False,False,False,False,False,False,G_14104,cobra_0_bound,cobra_default_ub
FAS180COA,R_FAS180COA,3.0 M_h_c + M_malcoa_c + 2.0 M_nadph_c + M_pmtcoa_c <=> M_co2_c + M_coa_c + M_h2o_c + 2.0 M_nadp_c + M_stcoa_c,False,False,False,False,False,False,False,False,G_14104,cobra_0_bound,cobra_default_ub
FAS80COA_L,R_FAS80COA_L,M_accoa_c + 9.0 M_h_c + 3.0 M_malcoa_c + 6.0 M_nadph_c <=> 3.0 M_co2_c + 3.0 M_coa_c + 3.0 M_h2o_c + 6.0 M_nadp_c + M_occoa_c,False,False,False,False,False,False,False,False,G_14104,cobra_0_bound,cobra_default_ub
FATP1t,R_FATP1t,M_hdca_c + M_na1_c <=> M_hdca_e + M_na1_e,False,True,False,False,False,False,False,False,G_26457 FbcOr G_26569 FbcOr G_26457 FbcOr G_26568,cobra_default_lb,cobra_default_ub
FATP2t,R_FATP2t,M_na1_c + M_ocdcea_c <=> M_na1_e + M_ocdcea_e,False,True,False,False,False,False,False,False,G_26457 FbcOr G_26457,cobra_default_lb,cobra_default_ub
FATP3t,R_FATP3t,M_na1_c + M_ocdca_c <=> M_na1_e + M_ocdca_e,False,True,False,False,False,False,False,False,G_26457 FbcOr G_26457,cobra_default_lb,cobra_default_ub
FATP4t,R_FATP4t,M_arach_c + M_na1_c <=> M_arach_e + M_na1_e,False,True,False,False,False,False,False,False,G_26459,cobra_default_lb,cobra_default_ub
FATP5t,R_FATP5t,M_arachd_c + M_na1_c <=> M_arachd_e + M_na1_e,False,True,False,False,False,False,False,False,G_26459,cobra_default_lb,cobra_default_ub
FATP6t,R_FATP6t,M_adrn_c + M_na1_c <=> M_adrn_e + M_na1_e,False,True,False,False,False,False,False,False,G_26459 FbcOr G_26458,cobra_default_lb,cobra_default_ub
FATP7t,R_FATP7t,M_crvnc_c + M_na1_c <=> M_crvnc_e + M_na1_e,False,True,False,False,False,False,False,False,G_26459 FbcOr G_26458,cobra_default_lb,cobra_default_ub
FATP8t,R_FATP8t,M_lgnc_c + M_na1_c <=> M_lgnc_e + M_na1_e,False,True,False,False,False,False,False,False,G_26459 FbcOr G_26458,cobra_default_lb,cobra_default_ub
FATP9t,R_FATP9t,M_na1_c + M_nrvnc_c <=> M_na1_e + M_nrvnc_e,False,True,False,False,False,False,False,False,G_26459 FbcOr G_26458,cobra_default_lb,cobra_default_ub
FBA,R_FBA,M_fdp_c <=> M_dhap_c + M_g3p_c,False,True,False,False,False,False,False,False,G_11674 FbcOr G_11674 FbcOr G_11674 FbcOr G_11676 FbcOr G_230163,cobra_default_lb,cobra_default_ub
FBA2,R_FBA2,M_f1p_c <=> M_dhap_c + M_glyald_c,False,True,False,False,False,False,False,False,G_11674 FbcOr G_11674 FbcOr G_11674 FbcOr G_230163 FbcOr G_11676,cobra_default_lb,cobra_default_ub
FBA4,R_FBA4,M_xu1p__D_c <=> M_dhap_c + M_gcald_c,False,True,False,False,False,False,False,False,G_11674 FbcOr G_230163 FbcOr G_11674 FbcOr G_11676 FbcOr G_11674,cobra_default_lb,cobra_default_ub
FBA5,R_FBA5,M_tag1p__D_c <=> M_dhap_c + M_glyald_c,False,True,False,False,False,False,False,False,G_230163,cobra_default_lb,cobra_default_ub
FBP,R_FBP,M_fdp_c + M_h2o_c <=> M_f6p_c + M_pi_c,False,False,False,False,False,False,False,False,G_14121 FbcOr G_14120,cobra_0_bound,cobra_default_ub
FBP26,R_FBP26,M_f26bp_c + M_h2o_c <=> M_f6p_c + M_pi_c,False,False,False,False,False,False,False,False,G_14121 FbcOr G_270198 FbcOr G_18639 FbcOr G_170768 FbcOr G_18640 FbcOr G_14120,cobra_0_bound,cobra_default_ub
FCLTm,R_FCLTm,M_fe2_m + M_ppp9_m <=> 2.0 M_h_m + M_pheme_m,False,False,False,False,False,False,False,False,G_14151 FbcOr G_14151,cobra_0_bound,cobra_default_ub
FCOAH,R_FCOAH,M_formcoa_c + M_h2o_c <=> M_coa_c + M_for_c + 5.0 M_h_c,False,False,False,False,False,False,False,False,,cobra_0_bound,cobra_default_ub
FDH,R_FDH,M_for_c + M_nad_c <=> M_co2_c + M_nadh_c,False,False,False,False,False,False,False,False,G_107747,cobra_0_bound,cobra_default_ub
FE2t,R_FE2t,M_fe2_e <=> M_fe2_c,False,False,False,False,False,False,False,False,,cobra_0_bound,cobra_default_ub
FE2tm,R_FE2tm,M_fe2_c + M_h_c <=> M_fe2_m + M_h_m,False,False,False,False,False,False,False,False,,cobra_0_bound,cobra_default_ub
FE3R2e,R_FE3R2e,M_ascb__L_e + 2.0 M_fe3_e <=> M_dhdascb_e + 2.0 M_fe2_e + 2.0 M_h_e,False,False,False,False,False,False,False,False,G_73649,cobra_0_bound,cobra_default_ub
FK,R_FK,M_atp_c + M_fuc__L_c <=> M_adp_c + M_fuc1p__L_c + M_h_c,False,False,False,False,False,False,False,False,G_234730,cobra_0_bound,cobra_default_ub
FKYNH,R_FKYNH,M_Lfmkynr_c + M_h2o_c <=> M_Lkynr_c + M_for_c + M_h_c,False,False,False,False,False,False,False,False,,cobra_0_bound,cobra_default_ub
FMNAT,R_FMNAT,M_atp_c + M_fmn_c + M_h_c <=> M_fad_c + M_ppi_c,False,False,False,False,False,False,False,False,G_319945 FbcOr G_319945,cobra_0_bound,cobra_default_ub
FOLR2,R_FOLR2,M_fol_c + M_nadph_c <=> M_dhf_c + M_nadp_c,False,False,False,False,False,False,False,False,G_13361,cobra_0_bound,cobra_default_ub
FOLt2,R_FOLt2,M_fol_e + M_oh1_c <=> M_fol_c + M_oh1_e,False,True,False,False,False,False,False,False,G_20509 FbcOr G_20509,cobra_default_lb,cobra_default_ub
FORMCOAtx,R_FORMCOAtx,M_formcoa_x <=> M_formcoa_c,False,True,False,False,False,False,False,False,,cobra_default_lb,cobra_default_ub
FORt2m,R_FORt2m,M_for_m <=> M_for_c,False,True,False,False,False,False,False,False,,cobra_default_lb,cobra_default_ub
FORtr,R_FORtr,M_for_c <=> M_for_r,False,True,False,False,False,False,False,False,,cobra_default_lb,cobra_default_ub
FORtrn,R_FORtrn,M_for_c <=> M_for_n,False,True,False,False,False,False,False,False,,cobra_default_lb,cobra_default_ub
FPGS,R_FPGS,4.0 M_atp_c + 4.0 M_glu__L_c + M_thf_c <=> M_5thf_c + 4.0 M_adp_c + 4.0 M_h_c + 4.0 M_pi_c,False,False,False,False,False,False,False,False,G_14287,cobra_0_bound,cobra_default_ub
FPGS2,R_FPGS2,M_5thf_c + M_atp_c + M_glu__L_c <=> M_6thf_c + M_adp_c + M_h_c + M_pi_c,False,False,False,False,False,False,False,False,G_14287,cobra_0_bound,cobra_default_ub
FPGS2m,R_FPGS2m,M_5thf_m + M_atp_m + M_glu__L_m <=> M_6thf_m + M_adp_m + M_h_m + M_pi_m,False,False,False,False,False,False,False,False,G_14287,cobra_0_bound,cobra_default_ub
FPGS3,R_FPGS3,M_6thf_c + M_atp_c + M_glu__L_c <=> M_7thf_c + M_adp_c + M_h_c + M_pi_c,False,False,False,False,False,False,False,False,G_14287,cobra_0_bound,cobra_default_ub
FPGS3m,R_FPGS3m,M_6thf_m + M_atp_m + M_glu__L_m <=> M_7thf_m + M_adp_m + M_h_m + M_pi_m,False,False,False,False,False,False,False,False,G_14287,cobra_0_bound,cobra_default_ub
FPGS4,R_FPGS4,4.0 M_atp_c + M_dhf_c + 4.0 M_glu__L_c <=> M_5dhf_c + 4.0 M_adp_c + 4.0 M_h_c + 4.0 M_pi_c,False,False,False,False,False,False,False,False,G_14287,cobra_0_bound,cobra_default_ub
FPGS4m,R_FPGS4m,4.0 M_atp_m + M_dhf_m + 4.0 M_glu__L_m <=> M_5dhf_m + 4.0 M_adp_m + 4.0 M_h_m + 4.0 M_pi_m,False,False,False,False,False,False,False,False,G_14287,cobra_0_bound,cobra_default_ub
FPGS5,R_FPGS5,M_5dhf_c + M_atp_c + M_glu__L_c <=> M_6dhf_c + M_adp_c + M_h_c + M_pi_c,False,False,False,False,False,False,False,False,G_14287,cobra_0_bound,cobra_default_ub
FPGS5m,R_FPGS5m,M_5dhf_m + M_atp_m + M_glu__L_m <=> M_6dhf_m + M_adp_m + M_h_m + M_pi_m,False,False,False,False,False,False,False,False,G_14287,cobra_0_bound,cobra_default_ub
FPGS6,R_FPGS6,M_6dhf_c + M_atp_c + M_glu__L_c <=> M_7dhf_c + M_adp_c + M_h_c + M_pi_c,False,False,False,False,False,False,False,False,G_14287,cobra_0_bound,cobra_default_ub
