!!ObjTables schema='SBtab' type='Data' tableFormat='row' class='Gene' name='Gene' date='2020-07-18 12:20:25' objTablesVersion='1.0.5' document='MODEL1507180055',,,,,
!ID,!SBML:fbc:ID,!SBML:fbc:Name,!SBML:fbc:GeneProduct,!SBML:fbc:GeneAssociation,!SBML:fbc:Label
G_20887,G_20887,20887,True,False,20887
G_208890,G_208890,208890,True,False,208890
G_208967,G_208967,208967,True,False,208967
G_208982,G_208982,208982,True,False,208982
G_209027,G_209027,209027,True,False,209027
G_20916,G_20916,20916,True,False,20916
G_20917,G_20917,20917,True,False,20917
G_20937,G_20937,20937,True,False,20937
G_209558,G_209558,209558,True,False,209558
G_20975,G_20975,20975,True,False,20975
G_209837,G_209837,209837,True,False,209837
G_210044,G_210044,210044,True,False,210044
G_211347,G_211347,211347,True,False,211347
G_211389,G_211389,211389,True,False,211389
G_211666,G_211666,211666,True,False,211666
G_212032,G_212032,212032,True,False,212032
G_212111,G_212111,212111,True,False,212111
G_212647,G_212647,212647,True,False,212647
G_212862,G_212862,212862,True,False,212862
G_212974,G_212974,212974,True,False,212974
G_21351,G_21351,21351,True,False,21351
G_21366,G_21366,21366,True,False,21366
G_21391,G_21391,21391,True,False,21391
G_214084,G_214084,214084,True,False,214084
G_214111,G_214111,214111,True,False,214111
G_214253,G_214253,214253,True,False,214253
G_214579,G_214579,214579,True,False,214579
G_214593,G_214593,214593,True,False,214593
G_215113,G_215113,215113,True,False,215113
G_215335,G_215335,215335,True,False,215335
G_215446,G_215446,215446,True,False,215446
G_216019,G_216019,216019,True,False,216019
G_216134,G_216134,216134,True,False,216134
G_216225,G_216225,216225,True,False,216225
G_216343,G_216343,216343,True,False,216343
G_216456,G_216456,216456,True,False,216456
G_216558,G_216558,216558,True,False,216558
G_21672,G_21672,21672,True,False,21672
G_217119,G_217119,217119,True,False,217119
G_217214,G_217214,217214,True,False,217214
G_217364,G_217364,217364,True,False,217364
G_21743,G_21743,21743,True,False,21743
G_217593,G_217593,217593,True,False,217593
G_217664,G_217664,217664,True,False,217664
G_217707,G_217707,217707,True,False,217707
G_218138,G_218138,218138,True,False,218138
G_21823,G_21823,21823,True,False,21823
G_218271,G_218271,218271,True,False,218271
G_218461,G_218461,218461,True,False,218461
G_21871,G_21871,21871,True,False,21871
G_218756,G_218756,218756,True,False,218756
G_21881,G_21881,21881,True,False,21881
G_218865,G_218865,218865,True,False,218865
G_21915,G_21915,21915,True,False,21915
G_21990,G_21990,21990,True,False,21990
G_21991,G_21991,21991,True,False,21991
G_22018,G_22018,22018,True,False,22018
G_22117,G_22117,22117,True,False,22117
G_22122,G_22122,22122,True,False,22122
G_22171,G_22171,22171,True,False,22171
G_22173,G_22173,22173,True,False,22173
G_22178,G_22178,22178,True,False,22178
G_222,G_222,222,True,False,222
G_22227,G_22227,22227,True,False,22227
G_22228,G_22228,22228,True,False,22228
G_22229,G_22229,22229,True,False,22229
G_22232,G_22232,22232,True,False,22232
G_22234,G_22234,22234,True,False,22234
G_22235,G_22235,22235,True,False,22235
G_22240,G_22240,22240,True,False,22240
G_22245,G_22245,22245,True,False,22245
G_22247,G_22247,22247,True,False,22247
G_22271,G_22271,22271,True,False,22271
G_22272,G_22272,22272,True,False,22272
G_22273,G_22273,22273,True,False,22273
G_22275,G_22275,22275,True,False,22275
G_22276,G_22276,22276,True,False,22276
G_22305,G_22305,22305,True,False,22305
G_22348,G_22348,22348,True,False,22348
G_22361,G_22361,22361,True,False,22361
G_223722,G_223722,223722,True,False,223722
G_223753,G_223753,223753,True,False,223753
G_224020,G_224020,224020,True,False,224020
G_224129,G_224129,224129,True,False,224129
G_22436,G_22436,22436,True,False,22436
G_224530,G_224530,224530,True,False,224530
G_224661,G_224661,224661,True,False,224661
G_225326,G_225326,225326,True,False,225326
G_225600,G_225600,225600,True,False,225600
G_225742,G_225742,225742,True,False,225742
G_225887,G_225887,225887,True,False,225887
G_225994,G_225994,225994,True,False,225994
G_226413,G_226413,226413,True,False,226413
G_226518,G_226518,226518,True,False,226518
G_226646,G_226646,226646,True,False,226646
G_226999,G_226999,226999,True,False,226999
G_227095,G_227095,227095,True,False,227095
G_227197,G_227197,227197,True,False,227197
G_227231,G_227231,227231,True,False,227231
G_227327,G_227327,227327,True,False,227327
G_227619,G_227619,227619,True,False,227619
G_227671,G_227671,227671,True,False,227671
G_228033,G_228033,228033,True,False,228033
G_228061,G_228061,228061,True,False,228061
G_228368,G_228368,228368,True,False,228368
G_228550,G_228550,228550,True,False,228550
G_228812,G_228812,228812,True,False,228812
G_229211,G_229211,229211,True,False,229211
G_229363,G_229363,229363,True,False,229363
G_229665,G_229665,229665,True,False,229665
G_229709,G_229709,229709,True,False,229709
G_229782,G_229782,229782,True,False,229782
G_229949,G_229949,229949,True,False,229949
G_230027,G_230027,230027,True,False,230027
G_230075,G_230075,230075,True,False,230075
G_230099,G_230099,230099,True,False,230099
G_230103,G_230103,230103,True,False,230103
G_230163,G_230163,230163,True,False,230163
G_230612,G_230612,230612,True,False,230612
G_230801,G_230801,230801,True,False,230801
G_230815,G_230815,230815,True,False,230815
G_231051,G_231051,231051,True,False,231051
G_231086,G_231086,231086,True,False,231086
G_231327,G_231327,231327,True,False,231327
G_231583,G_231583,231583,True,False,231583
G_231691,G_231691,231691,True,False,231691
G_231727,G_231727,231727,True,False,231727
G_232087,G_232087,232087,True,False,232087
G_232156,G_232156,232156,True,False,232156
G_232223,G_232223,232223,True,False,232223
G_232333,G_232333,232333,True,False,232333
G_232493,G_232493,232493,True,False,232493
G_232714,G_232714,232714,True,False,232714
G_232984,G_232984,232984,True,False,232984
G_233011,G_233011,233011,True,False,233011
G_233016,G_233016,233016,True,False,233016
G_233549,G_233549,233549,True,False,233549
G_233781,G_233781,233781,True,False,233781
G_233836,G_233836,233836,True,False,233836
G_234356,G_234356,234356,True,False,234356
G_234515,G_234515,234515,True,False,234515
G_234724,G_234724,234724,True,False,234724
G_234730,G_234730,234730,True,False,234730
G_234779,G_234779,234779,True,False,234779
G_234889,G_234889,234889,True,False,234889
G_235033,G_235033,235033,True,False,235033
G_235293,G_235293,235293,True,False,235293
G_235339,G_235339,235339,True,False,235339
G_235504,G_235504,235504,True,False,235504
G_23563,G_23563,23563,True,False,23563
G_236539,G_236539,236539,True,False,236539
G_236727,G_236727,236727,True,False,236727
G_236899,G_236899,236899,True,False,236899
G_237625,G_237625,237625,True,False,237625
G_237823,G_237823,237823,True,False,237823
G_237831,G_237831,237831,True,False,237831
G_237928,G_237928,237928,True,False,237928
G_237940,G_237940,237940,True,False,237940
G_23827,G_23827,23827,True,False,23827
G_23831,G_23831,23831,True,False,23831
G_238384,G_238384,238384,True,False,238384
G_238505,G_238505,238505,True,False,238505
G_23887,G_23887,23887,True,False,23887
G_238871,G_238871,238871,True,False,238871
G_23900,G_23900,23900,True,False,23900
G_23908,G_23908,23908,True,False,23908
G_239122,G_239122,239122,True,False,239122
G_23917,G_23917,23917,True,False,23917
G_23918,G_23918,23918,True,False,23918
G_23923,G_23923,23923,True,False,23923
G_239273,G_239273,239273,True,False,239273
G_23945,G_23945,23945,True,False,23945
G_239559,G_239559,239559,True,False,239559
G_23956,G_23956,23956,True,False,23956
G_23959,G_23959,23959,True,False,23959
G_239606,G_239606,239606,True,False,239606
G_23971,G_23971,23971,True,False,23971
G_23972,G_23972,23972,True,False,23972
G_239827,G_239827,239827,True,False,239827
G_23984,G_23984,23984,True,False,23984
G_23985,G_23985,23985,True,False,23985
G_240215,G_240215,240215,True,False,240215
G_240332,G_240332,240332,True,False,240332
G_24059,G_24059,24059,True,False,24059
G_24060,G_24060,24060,True,False,24060
G_240752,G_240752,240752,True,False,240752
G_241062,G_241062,241062,True,False,241062
G_241159,G_241159,241159,True,False,241159
G_241489,G_241489,241489,True,False,241489
G_241612,G_241612,241612,True,False,241612
G_242202,G_242202,242202,True,False,242202
G_242285,G_242285,242285,True,False,242285
G_242341,G_242341,242341,True,False,242341
G_242585,G_242585,242585,True,False,242585
G_242607,G_242607,242607,True,False,242607
G_242669,G_242669,242669,True,False,242669
G_243537,G_243537,243537,True,False,243537
G_243616,G_243616,243616,True,False,243616
G_243755,G_243755,243755,True,False,243755
G_245650,G_245650,245650,True,False,245650
G_245847,G_245847,245847,True,False,245847
G_246221,G_246221,246221,True,False,246221
G_246277,G_246277,246277,True,False,246277
G_246787,G_246787,246787,True,False,246787
G_2544,G_2544,2544,True,False,2544
G_26062,G_26062,26062,True,False,26062
G_26237,G_26237,26237,True,False,26237
G_26363,G_26363,26363,True,False,26363
G_26384,G_26384,26384,True,False,26384
G_26432,G_26432,26432,True,False,26432
G_26433,G_26433,26433,True,False,26433
G_26457,G_26457,26457,True,False,26457
G_26458,G_26458,26458,True,False,26458
G_26459,G_26459,26459,True,False,26459
G_26462,G_26462,26462,True,False,26462
G_26464,G_26464,26464,True,False,26464
G_2655,G_2655,2655,True,False,2655
G_26568,G_26568,26568,True,False,26568
G_26569,G_26569,26569,True,False,26569
G_26570,G_26570,26570,True,False,26570
G_266645,G_266645,266645,True,False,266645
G_266744,G_266744,266744,True,False,266744
G_2679,G_2679,2679,True,False,2679
G_268512,G_268512,268512,True,False,268512
G_268656,G_268656,268656,True,False,268656
G_268782,G_268782,268782,True,False,268782
G_26879,G_26879,26879,True,False,26879
G_268860,G_268860,268860,True,False,268860
G_26887,G_26887,26887,True,False,26887
G_26912,G_26912,26912,True,False,26912
G_269180,G_269180,269180,True,False,269180
G_269181,G_269181,269181,True,False,269181
G_269346,G_269346,269346,True,False,269346
G_269378,G_269378,269378,True,False,269378
G_26938,G_26938,26938,True,False,26938
G_269437,G_269437,269437,True,False,269437
G_269614,G_269614,269614,True,False,269614
G_269615,G_269615,269615,True,False,269615
G_269941,G_269941,269941,True,False,269941
G_269951,G_269951,269951,True,False,269951
G_270076,G_270076,270076,True,False,270076
G_270198,G_270198,270198,True,False,270198
G_27029,G_27029,27029,True,False,27029
G_27053,G_27053,27053,True,False,27053
G_27060,G_27060,27060,True,False,27060
G_270685,G_270685,270685,True,False,270685
G_27124,G_27124,27124,True,False,27124
G_2713,G_2713,2713,True,False,2713
G_271424,G_271424,271424,True,False,271424
G_271639,G_271639,271639,True,False,271639
G_27226,G_27226,27226,True,False,27226
G_272411,G_272411,272411,True,False,272411
G_27357,G_27357,27357,True,False,27357
G_27369,G_27369,27369,True,False,27369
G_27376,G_27376,27376,True,False,27376
G_27388,G_27388,27388,True,False,27388
G_27392,G_27392,27392,True,False,27392
G_27399,G_27399,27399,True,False,27399
G_27402,G_27402,27402,True,False,27402
G_27411,G_27411,27411,True,False,27411
G_27413,G_27413,27413,True,False,27413
G_27416,G_27416,27416,True,False,27416
G_27419,G_27419,27419,True,False,27419
G_276846,G_276846,276846,True,False,276846
G_277973,G_277973,277973,True,False,277973
G_280,G_280,280,True,False,280
G_280645,G_280645,280645,True,False,280645
G_28169,G_28169,28169,True,False,28169
G_28250,G_28250,28250,True,False,28250
G_284208,G_284208,284208,True,False,284208
G_285216,G_285216,285216,True,False,285216
G_286016,G_286016,286016,True,False,286016
G_286297,G_286297,286297,True,False,286297
G_2974,G_2974,2974,True,False,2974
G_29807,G_29807,29807,True,False,29807
G_29858,G_29858,29858,True,False,29858
G_29863,G_29863,29863,True,False,29863
G_30805,G_30805,30805,True,False,30805
G_30955,G_30955,30955,True,False,30955
G_30956,G_30956,30956,True,False,30956
G_30962,G_30962,30962,True,False,30962
G_319415,G_319415,319415,True,False,319415
G_319554,G_319554,319554,True,False,319554
G_319848,G_319848,319848,True,False,319848
G_319945,G_319945,319945,True,False,319945
G_320127,G_320127,320127,True,False,320127
G_320207,G_320207,320207,True,False,320207
G_320404,G_320404,320404,True,False,320404
G_320438,G_320438,320438,True,False,320438
G_320634,G_320634,320634,True,False,320634
G_320685,G_320685,320685,True,False,320685
G_320707,G_320707,320707,True,False,320707
G_320718,G_320718,320718,True,False,320718
G_327942,G_327942,327942,True,False,327942
G_328779,G_328779,328779,True,False,328779
G_329777,G_329777,329777,True,False,329777
G_330064,G_330064,330064,True,False,330064
G_330836,G_330836,330836,True,False,330836
G_331026,G_331026,331026,True,False,331026
G_333424,G_333424,333424,True,False,333424
G_338362,G_338362,338362,True,False,338362
G_338375,G_338375,338375,True,False,338375
G_338403,G_338403,338403,True,False,338403
G_348477,G_348477,348477,True,False,348477
G_380959,G_380959,380959,True,False,380959
G_381290,G_381290,381290,True,False,381290
G_381903,G_381903,381903,True,False,381903
G_404195,G_404195,404195,True,False,404195
G_407785,G_407785,407785,True,False,407785
G_4122,G_4122,4122,True,False,4122
G_432530,G_432530,432530,True,False,432530
G_433022,G_433022,433022,True,False,433022
G_433256,G_433256,433256,True,False,433256
G_433923,G_433923,433923,True,False,433923
G_433931,G_433931,433931,True,False,433931
G_434203,G_434203,434203,True,False,434203
G_434437,G_434437,434437,True,False,434437
G_436059,G_436059,436059,True,False,436059
G_4541,G_4541,4541,True,False,4541
G_4707,G_4707,4707,True,False,4707
G_4710,G_4710,4710,True,False,4710
G_4844,G_4844,4844,True,False,4844
G_4845,G_4845,4845,True,False,4845
G_50493,G_50493,50493,True,False,50493
G_50773,G_50773,50773,True,False,50773
G_50784,G_50784,50784,True,False,50784
G_50785,G_50785,50785,True,False,50785
G_50786,G_50786,50786,True,False,50786
G_50787,G_50787,50787,True,False,50787
G_50790,G_50790,50790,True,False,50790
G_50798,G_50798,50798,True,False,50798
G_50799,G_50799,50799,True,False,50799
G_50880,G_50880,50880,True,False,50880
G_50917,G_50917,50917,True,False,50917
G_50934,G_50934,50934,True,False,50934
G_50935,G_50935,50935,True,False,50935
G_514,G_514,514,True,False,514
G_51797,G_51797,51797,True,False,51797
G_51798,G_51798,51798,True,False,51798
G_52123,G_52123,52123,True,False,52123
G_5240,G_5240,5240,True,False,5240
G_52430,G_52430,52430,True,False,52430
G_52466,G_52466,52466,True,False,52466
G_52815,G_52815,52815,True,False,52815
G_52858,G_52858,52858,True,False,52858
G_5334,G_5334,5334,True,False,5334
G_53374,G_53374,53374,True,False,53374
G_53418,G_53418,53418,True,False,53418
G_53618,G_53618,53618,True,False,53618
G_53625,G_53625,53625,True,False,53625
G_53881,G_53881,53881,True,False,53881
G_53893,G_53893,53893,True,False,53893
G_53896,G_53896,53896,True,False,53896
G_53897,G_53897,53897,True,False,53897
G_54128,G_54128,54128,True,False,54128
G_54195,G_54195,54195,True,False,54195
G_54200,G_54200,54200,True,False,54200
G_54218,G_54218,54218,True,False,54218
G_54338,G_54338,54338,True,False,54338
G_54342,G_54342,54342,True,False,54342
G_54369,G_54369,54369,True,False,54369
G_54371,G_54371,54371,True,False,54371
G_54403,G_54403,54403,True,False,54403
G_54405,G_54405,54405,True,False,54405
G_54480,G_54480,54480,True,False,54480
G_54486,G_54486,54486,True,False,54486
G_54611,G_54611,54611,True,False,54611
G_54613,G_54613,54613,True,False,54613
G_54616,G_54616,54616,True,False,54616
G_54710,G_54710,54710,True,False,54710
G_55350,G_55350,55350,True,False,55350
G_55936,G_55936,55936,True,False,55936
G_55961,G_55961,55961,True,False,55961
G_55963,G_55963,55963,True,False,55963
G_55979,G_55979,55979,True,False,55979
G_55980,G_55980,55980,True,False,55980
G_55981,G_55981,55981,True,False,55981
G_56012,G_56012,56012,True,False,56012
G_56017,G_56017,56017,True,False,56017
G_56050,G_56050,56050,True,False,56050
G_56078,G_56078,56078,True,False,56078
G_56174,G_56174,56174,True,False,56174
G_56176,G_56176,56176,True,False,56176
G_56185,G_56185,56185,True,False,56185
G_56189,G_56189,56189,True,False,56189
G_56219,G_56219,56219,True,False,56219
G_56248,G_56248,56248,True,False,56248
G_56336,G_56336,56336,True,False,56336
G_56357,G_56357,56357,True,False,56357
G_56388,G_56388,56388,True,False,56388
G_56421,G_56421,56421,True,False,56421
G_56448,G_56448,56448,True,False,56448
G_56451,G_56451,56451,True,False,56451
G_56454,G_56454,56454,True,False,56454
G_56473,G_56473,56473,True,False,56473
G_56520,G_56520,56520,True,False,56520
G_56529,G_56529,56529,True,False,56529
G_56632,G_56632,56632,True,False,56632
G_56690,G_56690,56690,True,False,56690
G_56703,G_56703,56703,True,False,56703
G_56720,G_56720,56720,True,False,56720
G_56727,G_56727,56727,True,False,56727
G_56737,G_56737,56737,True,False,56737
G_56749,G_56749,56749,True,False,56749
G_56752,G_56752,56752,True,False,56752
G_56773,G_56773,56773,True,False,56773
G_56774,G_56774,56774,True,False,56774
G_56847,G_56847,56847,True,False,56847
G_57028,G_57028,57028,True,False,57028
G_57138,G_57138,57138,True,False,57138
G_57170,G_57170,57170,True,False,57170
G_57274,G_57274,57274,True,False,57274
G_57279,G_57279,57279,True,False,57279
G_57370,G_57370,57370,True,False,57370
G_57377,G_57377,57377,True,False,57377
G_57423,G_57423,57423,True,False,57423
G_57738,G_57738,57738,True,False,57738
G_57813,G_57813,57813,True,False,57813
G_58176,G_58176,58176,True,False,58176
G_58193,G_58193,58193,True,False,58193
G_58246,G_58246,58246,True,False,58246
G_58250,G_58250,58250,True,False,58250
G_58810,G_58810,58810,True,False,58810
G_58866,G_58866,58866,True,False,58866
G_58875,G_58875,58875,True,False,58875
G_58994,G_58994,58994,True,False,58994
G_59012,G_59012,59012,True,False,59012
G_59031,G_59031,59031,True,False,59031
G_59033,G_59033,59033,True,False,59033
G_59045,G_59045,59045,True,False,59045
G_595136,G_595136,595136,True,False,595136
G_60322,G_60322,60322,True,False,60322
G_60525,G_60525,60525,True,False,60525
G_60596,G_60596,60596,True,False,60596
G_619653,G_619653,619653,True,False,619653
G_625249,G_625249,625249,True,False,625249
G_626571,G_626571,626571,True,False,626571
G_627998,G_627998,627998,True,False,627998
G_628779,G_628779,628779,True,False,628779
G_63857,G_63857,63857,True,False,63857
G_63959,G_63959,63959,True,False,63959
G_63993,G_63993,63993,True,False,63993
G_64008,G_64008,64008,True,False,64008
G_64059,G_64059,64059,True,False,64059
G_64292,G_64292,64292,True,False,64292
G_64385,G_64385,64385,True,False,64385
G_64436,G_64436,64436,True,False,64436
G_64580,G_64580,64580,True,False,64580
G_64602,G_64602,64602,True,False,64602
G_64705,G_64705,64705,True,False,64705
G_64707,G_64707,64707,True,False,64707
G_6487,G_6487,6487,True,False,6487
G_64918,G_64918,64918,True,False,64918
G_6537,G_6537,6537,True,False,6537
G_66043,G_66043,66043,True,False,66043
G_66046,G_66046,66046,True,False,66046
G_66052,G_66052,66052,True,False,66052
G_66091,G_66091,66091,True,False,66091
G_66108,G_66108,66108,True,False,66108
G_66144,G_66144,66144,True,False,66144
G_66152,G_66152,66152,True,False,66152
G_66171,G_66171,66171,True,False,66171
G_66194,G_66194,66194,True,False,66194
G_66204,G_66204,66204,True,False,66204
G_66218,G_66218,66218,True,False,66218
G_66234,G_66234,66234,True,False,66234
G_66237,G_66237,66237,True,False,66237
G_66248,G_66248,66248,True,False,66248
G_66260,G_66260,66260,True,False,66260
G_66286,G_66286,66286,True,False,66286
G_66290,G_66290,66290,True,False,66290
G_66335,G_66335,66335,True,False,66335
G_66355,G_66355,66355,True,False,66355
G_66377,G_66377,66377,True,False,66377
G_66401,G_66401,66401,True,False,66401
G_66414,G_66414,66414,True,False,66414
G_66416,G_66416,66416,True,False,66416
G_66445,G_66445,66445,True,False,66445
G_66447,G_66447,66447,True,False,66447
G_66454,G_66454,66454,True,False,66454
G_66495,G_66495,66495,True,False,66495
G_66514,G_66514,66514,True,False,66514
G_66586,G_66586,66586,True,False,66586
G_66588,G_66588,66588,True,False,66588
G_66594,G_66594,66594,True,False,66594
G_66624,G_66624,66624,True,False,66624
G_66646,G_66646,66646,True,False,66646
G_66681,G_66681,66681,True,False,66681
G_66694,G_66694,66694,True,False,66694
G_667034,G_667034,667034,True,False,667034
G_667301,G_667301,667301,True,False,667301
G_66812,G_66812,66812,True,False,66812
G_66841,G_66841,66841,True,False,66841
G_66848,G_66848,66848,True,False,66848
G_66885,G_66885,66885,True,False,66885
G_66902,G_66902,66902,True,False,66902
G_66904,G_66904,66904,True,False,66904
G_66916,G_66916,66916,True,False,66916
G_66925,G_66925,66925,True,False,66925
G_66945,G_66945,66945,True,False,66945
G_66948,G_66948,66948,True,False,66948
G_67003,G_67003,67003,True,False,67003
G_67041,G_67041,67041,True,False,67041
G_67054,G_67054,67054,True,False,67054
G_67092,G_67092,67092,True,False,67092
G_67130,G_67130,67130,True,False,67130
G_67184,G_67184,67184,True,False,67184
G_67264,G_67264,67264,True,False,67264
G_67273,G_67273,67273,True,False,67273
G_67283,G_67283,67283,True,False,67283
G_67292,G_67292,67292,True,False,67292
G_67375,G_67375,67375,True,False,67375
G_67464,G_67464,67464,True,False,67464
G_67512,G_67512,67512,True,False,67512
G_67530,G_67530,67530,True,False,67530
G_67556,G_67556,67556,True,False,67556
G_67582,G_67582,67582,True,False,67582
G_67680,G_67680,67680,True,False,67680
G_67689,G_67689,67689,True,False,67689
G_67717,G_67717,67717,True,False,67717
G_67729,G_67729,67729,True,False,67729
G_67758,G_67758,67758,True,False,67758
G_67760,G_67760,67760,True,False,67760
G_67800,G_67800,67800,True,False,67800
G_67834,G_67834,67834,True,False,67834
G_67863,G_67863,67863,True,False,67863
G_67880,G_67880,67880,True,False,67880
G_67883,G_67883,67883,True,False,67883
G_67895,G_67895,67895,True,False,67895
G_67916,G_67916,67916,True,False,67916
G_67956,G_67956,67956,True,False,67956
G_67972,G_67972,67972,True,False,67972
G_67980,G_67980,67980,True,False,67980
G_68018,G_68018,68018,True,False,68018
G_68133,G_68133,68133,True,False,68133
G_68197,G_68197,68197,True,False,68197
G_68198,G_68198,68198,True,False,68198
G_68202,G_68202,68202,True,False,68202
G_68262,G_68262,68262,True,False,68262
G_68263,G_68263,68263,True,False,68263
G_68267,G_68267,68267,True,False,68267
G_68342,G_68342,68342,True,False,68342
G_68349,G_68349,68349,True,False,68349
G_68375,G_68375,68375,True,False,68375
G_68393,G_68393,68393,True,False,68393
G_68401,G_68401,68401,True,False,68401
G_68563,G_68563,68563,True,False,68563
G_68603,G_68603,68603,True,False,68603
G_68671,G_68671,68671,True,False,68671
G_68738,G_68738,68738,True,False,68738
G_68775,G_68775,68775,True,False,68775
G_68977,G_68977,68977,True,False,68977
G_69019,G_69019,69019,True,False,69019
G_69051,G_69051,69051,True,False,69051
G_69060,G_69060,69060,True,False,69060
G_69080,G_69080,69080,True,False,69080
G_69156,G_69156,69156,True,False,69156
G_69215,G_69215,69215,True,False,69215
G_69354,G_69354,69354,True,False,69354
G_69367,G_69367,69367,True,False,69367
G_69519,G_69519,69519,True,False,69519
G_69634,G_69634,69634,True,False,69634
G_69718,G_69718,69718,True,False,69718
G_69719,G_69719,69719,True,False,69719
G_69875,G_69875,69875,True,False,69875
G_69888,G_69888,69888,True,False,69888
G_69976,G_69976,69976,True,False,69976
G_69983,G_69983,69983,True,False,69983
G_70266,G_70266,70266,True,False,70266
G_70325,G_70325,70325,True,False,70325
G_70484,G_70484,70484,True,False,70484
G_70503,G_70503,70503,True,False,70503
G_70750,G_70750,70750,True,False,70750
G_70789,G_70789,70789,True,False,70789
G_71279,G_71279,71279,True,False,71279
G_71336,G_71336,71336,True,False,71336
G_71665,G_71665,71665,True,False,71665
G_71670,G_71670,71670,True,False,71670
G_71743,G_71743,71743,True,False,71743
G_71760,G_71760,71760,True,False,71760
G_71780,G_71780,71780,True,False,71780
G_71797,G_71797,71797,True,False,71797
G_71803,G_71803,71803,True,False,71803
G_71883,G_71883,71883,True,False,71883
G_71884,G_71884,71884,True,False,71884
G_71911,G_71911,71911,True,False,71911
G_71934,G_71934,71934,True,False,71934
G_71985,G_71985,71985,True,False,71985
G_72039,G_72039,72039,True,False,72039
G_72054,G_72054,72054,True,False,72054
G_72077,G_72077,72077,True,False,72077
G_72082,G_72082,72082,True,False,72082
G_72084,G_72084,72084,True,False,72084
G_72136,G_72136,72136,True,False,72136
G_72157,G_72157,72157,True,False,72157
G_72269,G_72269,72269,True,False,72269
G_72297,G_72297,72297,True,False,72297
G_72401,G_72401,72401,True,False,72401
G_72469,G_72469,72469,True,False,72469
G_72535,G_72535,72535,True,False,72535
G_72727,G_72727,72727,True,False,72727
G_72900,G_72900,72900,True,False,72900
G_72962,G_72962,72962,True,False,72962
G_73132,G_73132,73132,True,False,73132
G_73166,G_73166,73166,True,False,73166
G_73251,G_73251,73251,True,False,73251
G_7359,G_7359,7359,True,False,7359
G_73649,G_73649,73649,True,False,73649
G_73724,G_73724,73724,True,False,73724
G_73744,G_73744,73744,True,False,73744
G_73834,G_73834,73834,True,False,73834
G_73836,G_73836,73836,True,False,73836
G_74011,G_74011,74011,True,False,74011
G_74055,G_74055,74055,True,False,74055
G_74080,G_74080,74080,True,False,74080
G_74114,G_74114,74114,True,False,74114
G_74129,G_74129,74129,True,False,74129
G_74147,G_74147,74147,True,False,74147
G_74156,G_74156,74156,True,False,74156
G_74167,G_74167,74167,True,False,74167
G_74185,G_74185,74185,True,False,74185
G_74205,G_74205,74205,True,False,74205
G_74241,G_74241,74241,True,False,74241
G_74246,G_74246,74246,True,False,74246
G_74302,G_74302,74302,True,False,74302
G_74340,G_74340,74340,True,False,74340
G_74419,G_74419,74419,True,False,74419
G_74450,G_74450,74450,True,False,74450
G_74451,G_74451,74451,True,False,74451
G_74551,G_74551,74551,True,False,74551
G_74596,G_74596,74596,True,False,74596
G_74754,G_74754,74754,True,False,74754
G_74769,G_74769,74769,True,False,74769
G_74776,G_74776,74776,True,False,74776
G_74915,G_74915,74915,True,False,74915
G_75320,G_75320,75320,True,False,75320
G_75406,G_75406,75406,True,False,75406
G_75456,G_75456,75456,True,False,75456
G_75475,G_75475,75475,True,False,75475
G_75512,G_75512,75512,True,False,75512
G_75540,G_75540,75540,True,False,75540
G_75572,G_75572,75572,True,False,75572
G_75612,G_75612,75612,True,False,75612
G_75735,G_75735,75735,True,False,75735
G_75986,G_75986,75986,True,False,75986
G_76025,G_76025,76025,True,False,76025
G_76051,G_76051,76051,True,False,76051
G_76238,G_76238,76238,True,False,76238
G_76257,G_76257,76257,True,False,76257
G_76267,G_76267,76267,True,False,76267
G_76282,G_76282,76282,True,False,76282
G_76355,G_76355,76355,True,False,76355
G_76376,G_76376,76376,True,False,76376
G_76408,G_76408,76408,True,False,76408
G_76459,G_76459,76459,True,False,76459
G_76500,G_76500,76500,True,False,76500
G_76507,G_76507,76507,True,False,76507
G_76654,G_76654,76654,True,False,76654
G_76668,G_76668,76668,True,False,76668
G_76687,G_76687,76687,True,False,76687
G_76722,G_76722,76722,True,False,76722
G_76768,G_76768,76768,True,False,76768
G_76898,G_76898,76898,True,False,76898
G_76952,G_76952,76952,True,False,76952
G_76969,G_76969,76969,True,False,76969
G_77031,G_77031,77031,True,False,77031
G_77337,G_77337,77337,True,False,77337
G_77559,G_77559,77559,True,False,77559
G_77683,G_77683,77683,True,False,77683
G_77974,G_77974,77974,True,False,77974
G_78038,G_78038,78038,True,False,78038
G_78070,G_78070,78070,True,False,78070
G_78330,G_78330,78330,True,False,78330
G_78600,G_78600,78600,True,False,78600
G_78752,G_78752,78752,True,False,78752
G_78801,G_78801,78801,True,False,78801
G_78830,G_78830,78830,True,False,78830
G_78894,G_78894,78894,True,False,78894
G_78914,G_78914,78914,True,False,78914
G_78920,G_78920,78920,True,False,78920
G_78923,G_78923,78923,True,False,78923
G_78925,G_78925,78925,True,False,78925
G_78928,G_78928,78928,True,False,78928
G_79059,G_79059,79059,True,False,79059
G_79087,G_79087,79087,True,False,79087
G_79235,G_79235,79235,True,False,79235
G_80068,G_80068,80068,True,False,80068
G_80286,G_80286,80286,True,False,80286
G_80721,G_80721,80721,True,False,80721
G_80879,G_80879,80879,True,False,80879
G_80911,G_80911,80911,True,False,80911
G_80914,G_80914,80914,True,False,80914
